id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
43826937,Spacious and stylish central Bristol base,236481623,Mairead,,Lawrence Hill,51.45753,-2.5778,Entire home/apt,147,1,156,2022-09-19,6.13,31,261,98,
43920968,"Secluded Studio Apartment , Private Gated Parking",97119739,Guy,,Stoke Bishop,51.45969,-2.66525,Entire home/apt,139,2,42,2022-08-29,1.60,1,362,11,
43934998,SACO Bristol Broad Quay-Two Bedroom Club Apartment,282688142,SACO Bristol,,Central,51.4515,-2.59737,Entire home/apt,258,1,39,2022-09-06,1.46,10,0,20,
43949762,Queens Courtyard - Hopewell,65192629,Hopewell,,Clifton,51.45508,-2.61538,Entire home/apt,139,2,5,2022-09-11,0.19,157,1,4,
43982957,"Luxury, Contemporary Georgian Apartment",7359927,Camille,,Ashley,51.4623,-2.58696,Entire home/apt,110,2,5,2021-09-27,0.20,1,0,1,
44044351,Derby Den by Cliftonvalley Apartments,16630323,Matt,,Bishopston & Ashley Down,51.47471,-2.58564,Entire home/apt,119,2,44,2022-08-21,1.66,19,65,13,
44044764,Cedar Apartments - Flat 1,67155233,Ashley,,Henbury & Brentry,51.51251,-2.56847,Entire home/apt,89,2,8,2022-09-11,0.37,4,0,3,
44045003,Cedar Apartments - Flat 5,67155233,Ashley,,Henbury & Brentry,51.51162,-2.56609,Entire home/apt,89,2,0,,,4,346,0,
44045165,Cedar Apartments - Flat 7,67155233,Ashley,,Henbury & Brentry,51.51166,-2.56687,Entire home/apt,133,2,9,2022-08-10,0.42,4,355,1,
44070173,2 bed boutique Apt - Free parking - City Centre,125651447,Your Apartment,,Central,51.45943,-2.59022,Entire home/apt,360,1,14,2022-08-30,0.56,64,356,8,
44079705,Not Available to book. Apologies,27746846,Debbie,,Horfield,51.50087,-2.58983,Entire home/apt,100,2,3,2020-09-07,0.12,1,81,0,
44091501,Boutique garden flat: hot tub and street parking,24299197,Aline,,Cotham,51.46656,-2.602,Entire home/apt,186,2,38,2022-09-04,1.44,2,350,18,
44098413,Spacious Designer Flat in The Centre of Bristol,121865535,Tom,,Central,51.45655,-2.59062,Entire home/apt,92,2,124,2022-09-04,4.64,2,60,55,
44143417,129 Grittleton Rd Apartment,354971200,Yasmin,,Horfield,51.49592,-2.58622,Private room,429,1,0,,,1,90,0,
44146501,Redcliffe Parade - No.1,125651447,Your Apartment,,Central,51.44745,-2.59446,Entire home/apt,370,1,23,2022-09-04,0.87,64,308,13,
44147331,Redcliffe Parade - No.2,125651447,Your Apartment,,Central,51.44888,-2.59251,Entire home/apt,187,1,12,2022-08-28,0.45,64,323,4,
44148271,Redcliffe Parade - No.3,125651447,Your Apartment,,Central,51.44878,-2.59371,Entire home/apt,667,1,30,2022-08-10,1.14,64,320,21,
44155795,AmyKnowles House,355294917,Amy,,Eastville,51.47832,-2.54154,Private room,421,1,0,,,1,90,0,
44185643,Lovely 2 bedroom home,332013748,Laura,,Brislington West,51.44033,-2.55844,Private room,38,1,3,2020-07-25,0.11,1,0,0,
44237256,Berkeley Sq Pads #1 - Your Apartment,125651447,Your Apartment,,Hotwells & Harbourside,51.4539,-2.60708,Entire home/apt,187,1,33,2022-09-04,1.25,64,338,21,
44243987,Charming and Stylish Redland One Bedroom Apartment,65192629,Hopewell,,Cotham,51.46811,-2.60213,Entire home/apt,85,2,12,2022-08-28,0.46,157,49,8,
44271822,Entire Garden Flat in Central Clifton Location,143105608,Natalie,,Clifton,51.45649,-2.60971,Entire home/apt,96,2,87,2022-08-23,3.31,1,2,20,
44288816,Purple room overlooking the garden & Dundry Hills,18677372,Agata,,Knowle,51.42965,-2.56999,Private room,25,4,10,2022-07-01,0.42,2,324,9,
44289782,A beautiful and quirky Bristol home,223306473,Henry,,Ashley,51.46592,-2.58072,Entire home/apt,156,2,11,2021-10-17,0.43,1,16,1,
44302156,A dynamic warm artists house,357238006,Sandra,,Easton,51.46825,-2.55441,Private room,25,1,1,2020-09-06,0.04,1,0,0,
44310392,Belgrave Apartment 1 Clifton Bristol,333150984,Zahid,,Clifton Down,51.46956,-2.6165,Entire home/apt,102,2,44,2022-09-05,1.73,4,165,18,
44346383,Stanley House with Free Parking by Cliftonvalley,16630323,Matt,,Lockleaze,51.50478,-2.56749,Entire home/apt,173,3,19,2022-02-06,0.73,19,69,5,
44348221,4 Bedroom Detached House Filton Bristol,28881142,Dylan,,Horfield,51.50512,-2.56927,Entire home/apt,150,12,3,2022-06-21,0.22,5,120,1,
44348593,Alma Studios - Studio 6 - Hopewell,65192629,Hopewell,,Clifton Down,51.46377,-2.6091,Entire home/apt,94,1,20,2022-09-01,0.78,157,76,4,
44353419,A hidden period gem with spectacular gardens,331297556,Stephanie,,Westbury-on-Trym & Henleaze,51.49242,-2.61732,Private room,70,1,1,2020-09-27,0.04,2,0,0,
44369739,Alma Studios - Studio 5 - Hopewell,65192629,Hopewell,,Clifton Down,51.46385,-2.60904,Entire home/apt,85,1,39,2022-09-13,1.53,157,66,17,
44369953,Alma Studios - Studio 7 - Hopewell,65192629,Hopewell,,Clifton Down,51.46415,-2.61055,Entire home/apt,88,1,14,2022-08-26,0.55,157,103,2,
44370086,Alma Studios - Apartment 4 - Hopewell,65192629,Hopewell,,Clifton Down,51.46263,-2.61083,Entire home/apt,92,1,39,2022-09-02,1.54,157,82,11,
44384310,3bedroom bubble in vibrant Bristol,29674675,Prue,,Bishopston & Ashley Down,51.47731,-2.58953,Private room,37,1,68,2022-09-11,2.61,2,258,50,
44385020,Clifton 2 bed apartment - free parking & Prosecco,358137516,Katie,,Clifton,51.45619,-2.61773,Entire home/apt,117,2,132,2022-09-05,5.18,1,38,76,
44388002,Entire Flat near Clifton Village/Harbourside,143390860,Philip,,Clifton,51.45171,-2.62178,Entire home/apt,90,2,69,2022-09-19,2.69,1,14,41,
44423047,Light-filled home in St George Park,72626958,Rebecca,,St George West,51.46307,-2.54662,Entire home/apt,140,2,2,2022-09-04,1.54,1,92,2,
44426766,Clifton - Sunny garden flat with parking,296025414,Bruno,,Clifton,51.45061,-2.62162,Entire home/apt,119,3,12,2022-09-04,2.52,1,232,12,
44456870,Stunning view,226540809,Sarah,,Bishopsworth,51.4292,-2.61047,Private room,65,2,18,2022-09-04,0.73,1,83,12,
44499129,Contemporary room near city centre,18523655,Sandy,,Ashley,51.4652,-2.58726,Private room,77,3,3,2022-04-22,0.21,1,180,1,
44511727,"Luxury, contemporary Georgian Apartment",359950028,Lee,,Ashley,51.46154,-2.58598,Entire home/apt,115,2,80,2022-08-30,3.13,1,246,39,
44517978,Hidden Gem with the best views in Central Bristol,12842036,Clare & Damion,,Central,51.45657,-2.59775,Entire home/apt,215,2,27,2022-09-11,1.91,2,337,19,
44518119,Perfect hideaway stone barn between Bath & Bristol,12842036,Clare & Damion,,Brislington West,51.42586,-2.53769,Entire home/apt,123,2,81,2022-09-19,3.23,2,115,42,
44526622,Short Stay Bristol - Bellevue 1 Apartment,90684209,Neil,,Ashley,51.46888,-2.57566,Entire home/apt,80,1,39,2022-07-18,1.56,17,359,6,
44607769,Pritchard Apartments - Apartment 9 - Hopewell,65192629,Hopewell,,Ashley,51.46025,-2.5842,Entire home/apt,104,1,10,2021-06-20,0.39,157,0,0,
44608657,Pritchard Apartments - Apartment 3 - Hopewell,65192629,Hopewell,,Ashley,51.46105,-2.58593,Entire home/apt,104,1,9,2021-07-12,0.35,157,0,0,
44609618,Pritchard Apartments - Studio 1 - Hopewell,65192629,Hopewell,,Ashley,51.46088,-2.5843,Entire home/apt,81,1,2,2022-08-16,0.13,157,355,1,
44610315,Elegant Victorian Flat in Redland with Parking,49552186,Tom,,Clifton Down,51.46914,-2.61008,Entire home/apt,95,1,271,2022-09-18,10.60,2,126,189,
44639204,Pritchard Apartments - Studio 2 - Hopewell,65192629,Hopewell,,Ashley,51.46108,-2.58524,Entire home/apt,81,1,5,2022-07-29,0.24,157,0,2,
44675060,Pritchard Apartments - Studio 8 - Hopewell,65192629,Hopewell,,Ashley,51.46086,-2.5861,Entire home/apt,91,1,20,2022-08-01,1.35,157,0,9,
44781050,Colourful home from home near Victoria Park,34422275,Ben,,Windmill Hill,51.44086,-2.58224,Entire home/apt,85,3,11,2022-09-07,0.44,1,26,9,
44956989,"Peaceful, private, self-contained annexe in Hanham",361347790,Mandy,,St George Troopers Hill,51.44398,-2.5098,Entire home/apt,60,2,29,2022-07-03,1.17,1,52,7,
44988856,Harbour side central location,25295818,Stuart,,Hotwells & Harbourside,51.45024954452892,-2.606423969418838,Entire home/apt,110,3,20,2022-08-16,1.37,1,174,15,
45095311,Stylish 1 bed flat in St George,219897,Clare,,St George West,51.4632,-2.5445,Entire home/apt,65,2,9,2022-09-11,0.91,1,1,9,
45095957,Alma Studios - Apartment 1 - Hopewell,65192629,Hopewell,,Clifton Down,51.46381,-2.60849,Entire home/apt,94,1,26,2022-07-28,1.10,157,79,11,
45096180,Alma Studios - Apartment 2 - Hopewell,65192629,Hopewell,,Clifton Down,51.46395,-2.61012,Entire home/apt,108,1,81,2022-08-26,3.25,157,72,53,
45096409,Alma Studios - Apartment 3 - Hopewell,65192629,Hopewell,,Clifton Down,51.4629,-2.61008,Entire home/apt,92,1,26,2022-07-15,1.05,157,143,13,
45150612,3 Bed in Amazing Location of Bedminster!,65192629,Hopewell,,Southville,51.44447,-2.59329,Entire home/apt,162,1,0,,,157,0,0,
45162416,The Bristolian - Stylish Vibrant Unique Garden,49919322,Rachel,,Eastville,51.47843,-2.53983,Entire home/apt,100,10,8,2021-12-25,0.38,1,101,3,
45264570,Private Bristol hideaway with contact-free checkin,14153300,Tamsin,,Ashley,51.46725,-2.58634,Entire home/apt,45,4,14,2022-09-05,0.56,1,0,8,
45279470,Elegant 1BD Flat With Period Features in Bristol,301178687,Emma,,Central,51.45546,-2.59675,Entire home/apt,101,2,72,2022-09-09,3.51,1,157,52,
45279689,Alma Studios - The Safe Room - Hopewell,65192629,Hopewell,,Clifton Down,51.46238,-2.61029,Entire home/apt,89,1,94,2022-09-16,3.81,157,82,50,
45283902,Redland Stay In Bespoke Home 2 of 2,236481623,Mairead,,Cotham,51.47107,-2.60849,Entire home/apt,177,2,75,2022-09-05,4.70,31,294,54,
45284159,Redland Stay In Bespoke Home 1 of 2,236481623,Mairead,,Cotham,51.47094,-2.60855,Entire home/apt,118,2,82,2022-09-07,3.37,31,362,47,
45286013,Beautiful and exclusive flat in Bristol,101267565,Aneta,,Ashley,51.46348,-2.58688,Entire home/apt,69,1,69,2022-08-30,2.80,21,354,45,
45293421,Double cabin bed in old factory building,64155688,Lou,,St George West,51.46253,-2.54093,Private room,27,2,36,2022-08-19,1.49,1,18,18,
45315639,Beautifully Designed Bristol Home,36771178,Kate,,Easton,51.46321,-2.55591,Entire home/apt,284,2,66,2022-09-18,2.85,1,9,40,
45344222,5* Contemporary Redland Flat  with free parking,21456586,Claire,,Cotham,51.47002,-2.60407,Entire home/apt,94,2,101,2022-09-19,4.37,1,107,61,
45344867,Quiet spacious room for women,52991638,Penny,,Ashley,51.47274,-2.58966,Private room,33,1,23,2022-07-06,0.94,1,86,11,
45354891,First Class Triple Standard At Bristol,175128252,Team Gospodin,,Central,51.45356,-2.59298,Entire home/apt,798,1,2,2021-06-05,0.09,3,320,0,
45354964,Royal Double Standard At Bristol,175128252,Team Gospodin,,Central,51.45305,-2.59282,Entire home/apt,611,1,2,2021-08-04,0.09,3,313,0,
45356753,Spacious 3 Bed Family House & Garden Best of BS5!,15511062,Elwynne,,Easton,51.4559,-2.55662,Entire home/apt,225,2,11,2021-12-28,0.69,1,80,1,
45357444,Modern & Stylish 1 bed flat in Bristol,365762106,Ruth,,Bishopston & Ashley Down,51.48324,-2.59897,Entire home/apt,82,1,51,2022-08-29,2.09,1,307,22,
45361823,Bright Single Room,13093021,Katie,,Central,51.46206,-2.60643,Private room,30,5,12,2022-09-10,0.51,3,1,7,
45409850,higgihaus 3a 2 3 Bed Small Groups Hip Location,164934575,Luke,,Ashley,51.46931,-2.59218,Entire home/apt,226,2,5,2021-06-13,0.20,10,20,0,
45409857,higgihaus 3b 2 3 Bed Small Groups Hip Location,164934575,Luke,,Cotham,51.46743,-2.59299,Entire home/apt,226,2,0,,,10,16,0,
45437946,Unique & BIG room in a beautiful bohemian eco home,46657286,Kayleigh,,Windmill Hill,51.43947,-2.57736,Private room,54,1,1,2022-08-14,0.77,1,1,1,
45438335,Beautiful room with a view in a spacious eco home,250101399,Patrick,,Windmill Hill,51.441,-2.57909,Private room,56,1,19,2022-09-18,5.88,1,19,19,
45449050,The Hubert #2 - Your Apartment,125651447,Your Apartment,,Ashley,51.46057,-2.58575,Entire home/apt,187,1,4,2021-05-27,0.17,64,352,0,
45468120,higgihaus 46 6 Bed Monday Friday,164934575,Luke,,Clifton Down,51.46651,-2.60755,Entire home/apt,191,4,18,2022-08-05,1.21,10,294,12,
45468126,higgihaus 3a 4 Bed Monday Friday Whole House,164934575,Luke,,Ashley,51.46779,-2.59096,Entire home/apt,153,4,11,2022-09-15,0.45,10,288,7,
45468130,higgihaus 3b 4 Bed Monday Friday Whole House,164934575,Luke,,Ashley,51.46859,-2.59088,Entire home/apt,138,4,4,2021-09-02,0.17,10,269,0,
45468490,"Double room, private bathroom in Central Bristol",123465132,Katie,,Lawrence Hill,51.45562,-2.58148,Private room,39,2,16,2022-08-11,1.27,1,16,14,
45479531,"Old Stables, hidden period gem, spectacular garden",331297556,Stephanie,,Westbury-on-Trym & Henleaze,51.49092,-2.61777,Entire home/apt,111,2,60,2022-09-04,2.47,2,176,35,
45488691,Cooperage Court by Cliftonvalley Apartments,16630323,Matt,,Southville,51.445499,-2.609951,Entire home/apt,156,2,44,2022-07-30,1.82,19,70,16,
45490304,Anstey Heights - Apartment 1 - Hopewell,65192629,Hopewell,,Easton,51.46569,-2.56394,Entire home/apt,90,1,3,2021-12-31,0.13,157,330,2,
45490581,Anstey Heights - Apartment 2 - Hopewell,65192629,Hopewell,,Easton,51.46695,-2.56273,Entire home/apt,87,1,3,2022-05-15,0.21,157,36,1,
45490753,Anstey Heights - Apartment 3 - Hopewell,65192629,Hopewell,,Easton,51.46506,-2.56265,Entire home/apt,92,1,8,2022-08-29,0.48,157,93,4,
45490980,Anstey Heights - Apartment 4 - Hopewell,65192629,Hopewell,,Easton,51.46574,-2.5639,Entire home/apt,92,1,8,2022-06-19,0.34,157,325,7,
45491272,Anstey Heights - Apartment 5 - Hopewell,65192629,Hopewell,,Easton,51.46539,-2.56189,Entire home/apt,96,1,1,2021-05-17,0.06,157,88,0,
45491843,Anstey Heights - Apartment 6 - Hopewell,65192629,Hopewell,,Easton,51.46672,-2.56348,Entire home/apt,92,1,4,2022-05-09,0.23,157,66,2,
45492238,Anstey Heights - Apartment 7 - Hopewell,65192629,Hopewell,,Easton,51.46693,-2.56347,Entire home/apt,92,1,9,2022-09-09,0.58,157,356,6,
45522018,Anstey Heights - Apartment 8 - Hopewell,65192629,Hopewell,,Easton,51.4654,-2.5622,Entire home/apt,84,1,9,2022-01-28,0.63,157,76,8,
45522164,Anstey Heights - Apartment 9 - Hopewell,65192629,Hopewell,,Easton,51.46561,-2.56239,Entire home/apt,86,1,5,2022-07-31,0.21,157,319,2,
45522292,Anstey Heights - Apartment 10 - Hopewell,65192629,Hopewell,,Easton,51.4668,-2.56235,Entire home/apt,92,1,1,2021-04-18,0.06,157,310,0,
45522386,Anstey Heights - Apartment 11 - Hopewell,65192629,Hopewell,,Easton,51.46637,-2.56197,Entire home/apt,90,1,9,2022-08-25,0.38,157,63,3,
45522473,Anstey Heights - Apartment 12 - Hopewell,65192629,Hopewell,,Easton,51.46671,-2.56329,Entire home/apt,92,1,1,2021-09-22,0.08,157,93,1,
45557867,Clifton Penthouse Amazing Views from Large Terrace,52494756,Matthew And Victoria,,Clifton,51.45675,-2.60841,Entire home/apt,145,2,51,2022-09-09,2.11,1,171,32,
45618618,Small double room in friendly home,134862463,Michelle,,Knowle,51.42933,-2.56562,Private room,30,2,0,,,1,78,0,
45632201,Cabot Mews Apartment 4 - Hopewell,65192629,Hopewell,,Horfield,51.5018,-2.58002,Entire home/apt,104,1,9,2022-08-22,0.38,157,17,3,
45644687,"Room in Filton Bristol, shared house, Airbus area.",100844610,Diego,,Henbury & Brentry,51.51619,-2.56859,Private room,35,5,5,2022-09-04,0.22,3,348,1,
45662505,Modern Two Bedroom flat by Temple Meads Station,227623232,Ana,,Lawrence Hill,51.45355,-2.57999,Entire home/apt,110,3,6,2021-08-30,0.41,2,0,0,
45688174,Double room w/ensuite for female in family home,370173605,Jason,,Redland,51.48153,-2.6001,Private room,31,4,21,2022-08-15,0.89,1,131,17,
45696130,Your Apartment The Mural,125651447,Your Apartment,,Southville,51.44297,-2.60016,Entire home/apt,164,1,21,2022-08-21,0.89,64,334,19,
45696164,"Terry’s yard, southville, Bristol",118333483,Summer,,Southville,51.44381,-2.61036,Entire home/apt,150,2,19,2022-09-04,1.09,1,160,8,
45729364,Modern and Chic 2BD in Trendy Bristol,3539918,Laura,,Eastville,51.47872,-2.53649,Entire home/apt,104,3,58,2022-09-09,2.47,1,345,23,
45730920,Cabot Mews Apartment 8 - Hopewell,65192629,Hopewell,,Horfield,51.50269,-2.57812,Entire home/apt,141,1,21,2022-07-25,0.91,157,0,1,
45731275,"Comfortable room in shared home, Filton, Airbus.",100844610,Diego,,Henbury & Brentry,51.51533,-2.56669,Private room,35,5,14,2022-09-14,0.60,3,340,8,
45731378,Fifty-five 55,157690127,Iain,,Henbury & Brentry,51.53198,-2.58084,Entire home/apt,116,3,28,2022-05-30,1.65,1,360,11,
45738304,"Modern Harbourside Mews house,  Patio and Parking",19404394,Robert,,Hotwells & Harbourside,51.45039,-2.60358,Entire home/apt,150,3,17,2021-12-11,1.06,5,185,7,
45751935,Spacious 3 Bedroom Queen Square Apartment,76074723,Dave,,Central,51.4507,-2.59256,Entire home/apt,130,2,152,2022-09-16,6.56,6,288,96,
45753086,Beautiful top floor flat with sky views,39937126,Emily,,Ashley,51.46865,-2.58089,Entire home/apt,50,1,17,2022-08-14,1.03,1,0,13,
45785742,Double bed room with free street parking,290657625,Lalita,,Brislington West,51.4416,-2.55405,Private room,36,2,16,2022-09-12,1.08,1,76,12,
45820078,"Cozy One Bed Flat - whole flat, not shared",95156661,Graham,,Lockleaze,51.48645,-2.56598,Entire home/apt,45,17,4,2022-08-14,0.17,2,25,2,
45824397,Georgian Apt. in Prime Clifton location w/Parking,3725764,Chris,,Clifton,51.45644,-2.61289,Entire home/apt,150,3,15,2022-08-15,1.47,1,37,15,
45840613,Cabot Mews Apartment 1 - Hopewell,65192629,Hopewell,,Horfield,51.50185,-2.57816,Entire home/apt,104,1,3,2021-06-23,0.13,157,0,0,
45855089,"Victoria House - 3 Bed, 3 Bath by Cliftonvalley",16630323,Matt,,Windmill Hill,51.43668,-2.58483,Entire home/apt,186,2,23,2022-03-08,0.98,19,0,7,
45861435,Luxurious Modern Quality House - 10 mins from City,27228235,Linda,,Stoke Bishop,51.47976,-2.62828,Entire home/apt,495,2,30,2022-09-18,3.72,1,331,30,
45864435,The Nook,40414797,Ryan,,Bedminster,51.43677,-2.61342,Entire home/apt,70,3,92,2022-09-19,4.41,1,71,60,
45904514,Your Apartment The Loft #5,125651447,Your Apartment,,Lawrence Hill,51.45587,-2.57852,Entire home/apt,360,1,4,2022-09-02,0.28,64,359,3,
45925141,"Modern room with en-suite in Horfield, Bristol",16492448,Kristina,,Lockleaze,51.48937,-2.57967,Private room,33,2,31,2022-04-29,1.37,1,0,16,
45931309,"Stunning Modern Detached house, ideal for groups.",180867612,John,,St George Troopers Hill,51.44426,-2.50231,Entire home/apt,400,2,0,,,1,177,0,
45938001,NewListing-Cotham Apartment stunning Bristol views,2908382,GregandClare,,Cotham,51.4646,-2.59182,Entire home/apt,94,3,34,2022-08-15,1.76,3,308,20,
45948798,Cabot Mews Apartment 2 - Hopewell,65192629,Hopewell,,Horfield,51.50286,-2.58066,Entire home/apt,135,1,9,2022-02-06,0.39,157,290,7,
45975227,Studio flat in ZERO CARBON sustainable scheme,90733634,Paul,,Ashley,51.46387,-2.58467,Entire home/apt,80,2,53,2022-08-15,2.31,6,300,35,
46017049,Cabot Mews Apartment 7 - Hopewell,65192629,Hopewell,,Horfield,51.50266,-2.57882,Entire home/apt,104,1,3,2021-05-02,0.13,157,288,0,
46017165,Cabot Mews Apartment 5 - Hopewell,65192629,Hopewell,,Horfield,51.5013,-2.5801,Entire home/apt,104,1,1,2020-12-08,0.05,157,295,0,
46043044,Peaceful guest room with desk in Totterdown,6456324,Gavin,,Knowle,51.43807,-2.5661,Private room,41,2,10,2022-09-05,0.43,2,332,8,
46060846,Lovely room | King Size Bed  | Close to centre,305454177,Simon,,Lawrence Hill,51.46149,-2.57028,Private room,31,1,122,2022-09-18,5.34,1,314,77,
46079085,Cosy room in lovely house with stunning city view,53057250,Richard,,Lockleaze,51.47479,-2.57209,Private room,40,2,26,2022-08-21,1.55,2,70,19,
46095291,Studio Apartment with Parking Space,373536049,Okunade,,Eastville,51.46623,-2.53951,Entire home/apt,67,1,4,2022-09-19,4,1,66,4,
46112576,Cabot Mews Apartment 9 - Hopewell,65192629,Hopewell,,Horfield,51.502,-2.58019,Entire home/apt,150,1,0,,,157,0,0,
46173490,Centrally Located Apartment in Bristol,21643013,Nick,,Central,51.46135,-2.59268,Entire home/apt,152,3,34,2022-09-12,1.81,1,68,18,
46183832,Our Little Gem,40467207,Louise,,Southville,51.44352,-2.61373,Entire home/apt,350,1,28,2022-09-05,1.59,2,355,11,
46205080,Deluxe Single Room in OYO Flagship The Regency,337664802,Oyo,,Clifton Down,51.45846,-2.61019,Private room,54,1,0,,,2,365,0,
46206395,Standard Twin Room in OYO Flagship The Regency,337664802,Oyo,,Clifton Down,51.46017,-2.60988,Private room,65,1,5,2021-05-24,0.23,2,358,0,
46206608,2 bedroom flat in beautiful Clifton,374259364,James,,Clifton Down,51.4618,-2.60985,Entire home/apt,97,1,40,2022-09-04,1.87,1,270,16,
46252426,Tiny Room in Filton Bristol. Modern Detached House,28881142,Dylan,,Horfield,51.50453,-2.56878,Private room,27,5,10,2022-07-23,0.49,5,0,9,
46307432,Self-contained space near the city centre,3271882,Gwen,,Southville,51.44571,-2.59756,Entire home/apt,62,3,14,2022-09-05,0.88,2,335,9,
46309037,Studio flat near the city centre,3271882,Gwen,,Southville,51.44355,-2.59732,Entire home/apt,63,3,26,2022-07-30,1.41,2,335,8,
46351358,Cabot Mews Apartment 6 - Hopewell,65192629,Hopewell,,Horfield,51.50161,-2.57875,Entire home/apt,135,1,5,2022-06-03,0.24,157,347,2,
46962178,Boutique Victorian Flat in Redland with Parking,49552186,Tom,,Clifton Down,51.46946,-2.60964,Entire home/apt,94,1,250,2022-09-19,11.85,2,127,152,
46969949,Clifton Jewel - 4 bed house w/parking. MyCityHaven,51686051,Michael,,Clifton,51.454975,-2.610233,Entire home/apt,325,2,57,2022-08-31,2.85,17,314,35,
47004160,Private room with exclusive use of main bathroom,41911292,Lounas,,Henbury & Brentry,51.525,-2.5848,Private room,40,7,0,,,1,328,0,
47075756,Chippings - Village life in the city. MyCityHaven,51686051,Michael,,Frome Vale,51.48558,-2.55342,Entire home/apt,168,2,17,2022-06-14,0.86,17,233,4,
47088643,Decent Double Standard At Bristol,175128252,Team Gospodin,,Central,51.45436,-2.59302,Private room,611,1,0,,,3,314,0,
47098481,Parkway House - Modern with great transport links,359489313,Richard,,Lockleaze,51.512894,-2.543501,Entire home/apt,170,2,6,2022-08-05,1.43,1,321,6,
47113399,Garden studio with parking: flexible lettings,6317053,Penny,,Redland,51.48055,-2.60282,Private room,61,2,18,2022-07-17,1.11,1,157,8,
47166767,Modern and Spacious flat in the Centre of Bristol,380422424,Rebecca,,Lawrence Hill,51.45822,-2.5818,Entire home/apt,103,1,66,2022-09-19,3.15,2,277,35,
47287991,Rural luxury lodge cabin & hot tub nr Bristol City,165472039,Carley,,Frome Vale,51.5071,-2.5176,Entire home/apt,96,1,153,2022-09-04,8.41,3,323,100,
47329183,Bristols Beautiful serviced  2 bedroom apartment .,345819393,Andrew,,Eastville,51.4738437,-2.5475192,Entire home/apt,129,5,1,2022-09-11,1,3,51,1,
47443579,short term lets from £16 per person per night,382836301,Dave,,Eastville,51.4728,-2.5477,Entire home/apt,203,2,27,2022-09-04,1.62,4,117,21,
47529577,K Suites- Stunning 4 bed House w/ Free parking,246998664,Kelly,,Horfield,51.50855,-2.56821,Entire home/apt,565,1,13,2022-07-25,0.80,2,102,7,
47547805,Double Bedroom with En-suite Bathroom,132733438,Christine,,Southmead,51.50435,-2.59469,Private room,33,5,0,,,2,41,0,
47558346,Short term lets from £20 per person per night,382836301,Dave,,Eastville,51.47412,-2.5472,Entire home/apt,203,2,13,2022-02-13,0.69,4,87,8,
47767366,Harbourside heaven,33952114,Mark And Corinne,,Hotwells & Harbourside,51.44731,-2.60484,Entire home/apt,400,7,1,2021-08-29,0.08,2,0,0,
47821661,K Suites - Central 4 bed Apt w/ Free parking,246998664,Kelly,,Lawrence Hill,51.46416,-2.56884,Entire home/apt,236,1,19,2022-08-03,1.14,2,100,12,
47904075,Royal York Crescent - 2 Bedroom Flat - Sleeps 6,53274470,Lily,,Clifton,51.4527,-2.62205,Entire home/apt,195,2,20,2021-08-15,1.13,1,0,0,
47941392,Cheerful 1 bedroom next to Leisure Centre,87775736,Sona,,Hengrove & Whitchurch Park,51.41313,-2.58727,Private room,60,1,7,2022-09-18,1.13,1,363,7,
48009591,Cosy cabin stay in Ashley Down,49818582,Tom,,Bishopston & Ashley Down,51.47643,-2.57813,Private room,38,1,11,2021-08-10,0.69,1,48,0,
48025200,Alma Vale Apartments 3 - Hopewell,65192629,Hopewell,,Clifton Down,51.46207,-2.61362,Entire home/apt,94,1,8,2022-05-01,0.43,157,142,2,
48025376,Alma Vale Apartments 4 - Hopewell,65192629,Hopewell,,Clifton Down,51.46162,-2.61433,Entire home/apt,92,1,6,2022-09-03,0.32,157,6,4,
48025457,Alma Vale Apartments 1 - Hopewell,65192629,Hopewell,,Clifton Down,51.46194,-2.61461,Entire home/apt,94,1,6,2022-01-16,0.31,157,204,1,
48025552,Alma Vale Apartments 2 - Hopewell,65192629,Hopewell,,Clifton Down,51.46183,-2.61495,Entire home/apt,94,1,14,2022-08-21,0.74,157,143,4,
48056288,Quiet spacious great location near Downs and town.,9787188,Shala,,Clifton Down,51.47024,-2.61617,Entire home/apt,53,1,68,2022-09-04,6.39,1,0,68,
48065057,"Fantastic flat near The Arches, Glos Rd",34677671,Thomas,,Ashley,51.47192,-2.59012,Entire home/apt,80,1,10,2022-01-22,0.52,2,0,7,
48102959,Family Home in Leafy Westbury Park,582716,Natasha,,Westbury-on-Trym & Henleaze,51.47985,-2.60729,Entire home/apt,220,4,13,2022-08-16,0.75,1,190,8,
48308360,Cozy bedroom in a nice house.,40164577,Arek,,Brislington East,51.44219,-2.54134,Private room,24,1,0,,,1,10,0,
48356342,"Stunning & spacious detached 4 bed house, Bristol.",64644010,John,,Stoke Bishop,51.48432,-2.65033,Entire home/apt,190,5,2,2021-08-20,0.13,3,0,0,
48416865,Harford House Studios - Hopewell,65192629,Hopewell,,Central,51.45367,-2.59964,Entire home/apt,81,1,7,2021-08-22,0.38,157,0,0,
48458924,Cosy self-contained studio flat in Bristol,310835509,TravelNest,,Frome Vale,51.48245,-2.51394,Entire home/apt,78,1,10,2022-09-16,0.67,3,363,8,
48503264,BEAUTIFUL Tiny House: Whitsun Lodge,96278163,Jon,,Henbury & Brentry,51.52369,-2.58049,Entire home/apt,44,1,211,2022-09-11,12.51,1,288,141,
